2B0C0ADC10000163000000523F57FEB2|5|2018-05-04 12:09:05.199|
2B0C0353100001630000001E3F57FEB2|3|2018-05-04 12:09:09.000|
2B0C0E9610000163000000633F57FEB2|4|2018-05-04 12:09:09.642|
2B0BF5AA10000163000000003F57FEB2|1|2018-05-04 12:09:10.267|
2B0C070B100001630000003B3F57FEB2|3|2018-05-04 12:09:10.909|
2B0BFBFE10000163000000143F57FEB2|2|2018-05-04 12:09:11.540|
2B0BF64810000163000000093F57FEB2|2|2018-05-04 12:09:12.259|
2B0BF800100001630000000F3F57FEB2|2|2018-05-04 12:09:12.925|
2B0C310C10000163000000C63F57FEB2|5|2018-05-04 12:09:13.579|
2B0C1E1E100001630000008F3F57FEB2|1|2018-05-04 12:09:14.323|
2B0C168E10000163000000793F57FEB2|1|2018-05-04 12:09:14.958|
2B0C25B110000163000000A53F57FEB2|2|2018-05-04 12:09:15.583|
2B0BF63110000163000000043F57FEB2|2|2018-05-04 12:09:16.207|
2B0BFF8810000163000000193F57FEB2|4|2018-05-04 12:09:16.843|
2B0C292D10000163000000B03F57FEB2|2|2018-05-04 12:09:17.512|
2B0C2197100001630000009A3F57FEB2|1|2018-05-04 12:09:18.162|
2B0C1263100001630000006E3F57FEB2|4|2018-05-04 12:09:18.842|
2B0C1A5210000163000000843F57FEB2|4|2018-05-04 12:09:19.517|
2B0C43FB10000163000000FD3F57FEB2|2|2018-05-04 12:09:20.150|
2B0C3C6B10000163000000E73F57FEB2|3|2018-05-04 12:09:20.848|
2B0C34D310000163000000D13F57FEB2|5|2018-05-04 12:09:21.476|
2B0C2CEF10000163000000BB3F57FEB2|2|2018-05-04 12:09:22.097|
2B0C47C510000163000001083F57FEB2|4|2018-05-04 12:09:22.819|
2B0C384B10000163000000DC3F57FEB2|3|2018-05-04 12:09:23.433|
2B0C3FDA10000163000000F23F57FEB2|4|2018-05-04 12:09:24.045|
2B0C4C5B10000163000001133F57FEB2|4|2018-05-04 12:09:24.718|
2B0C569010000163000001343F57FEB2|3|2018-05-04 12:09:25.407|
2B0C510D100001630000011E3F57FEB2|3|2018-05-04 12:09:26.073|
2B0C5AAA100001630000013F3F57FEB2|4|2018-05-04 12:09:26.782|
2B0C53DF10000163000001293F57FEB2|2|2018-05-04 12:09:27.406|
2B0C5E23100001630000014A3F57FEB2|4|2018-05-04 12:09:28.086|
2B0C624710000163000001553F57FEB2|3|2018-05-04 12:09:28.864|
2B0C65DD10000163000001603F57FEB2|1|2018-05-04 12:09:29.539|
2B0C69D4100001630000016B3F57FEB2|2|2018-05-04 12:09:30.199|
2B0C6E2D10000163000001763F57FEB2|1|2018-05-04 12:09:30.844|
2B0C78AC10000163000001973F57FEB2|1|2018-05-04 12:09:31.485|
2B0C714D10000163000001813F57FEB2|2|2018-05-04 12:09:32.112|
2B0C74DD100001630000018C3F57FEB2|5|2018-05-04 12:09:32.829|
2B0C7C7110000163000001A23F57FEB2|5|2018-05-04 12:09:33.512|
2B0C803810000163000001AD3F57FEB2|5|2018-05-04 12:09:34.144|
2B0C841210000163000001B83F57FEB2|5|2018-05-04 12:09:34.794|
2B0C87CA10000163000001C33F57FEB2|1|2018-05-04 12:09:35.450|
2B0CA24810000163000002103F57FEB2|1|2018-05-04 12:09:36.141|
2B0C8B9710000163000001CE3F57FEB2|2|2018-05-04 12:09:36.786|
2B0C9AB410000163000001FA3F57FEB2|3|2018-05-04 12:09:37.412|
2B0C8F6010000163000001D93F57FEB2|4|2018-05-04 12:09:38.049|
2B0C93DA10000163000001E43F57FEB2|5|2018-05-04 12:09:38.697|
2B0C973210000163000001EF3F57FEB2|1|2018-05-04 12:09:39.400|
2B0C9EA710000163000002053F57FEB2|5|2018-05-04 12:09:40.118|
2B0CA697100001630000021B3F57FEB2|3|2018-05-04 12:09:40.972|
2B0CB16F100001630000023C3F57FEB2|1|2018-05-04 12:09:41.642|
2B0CA9E910000163000002263F57FEB2|5|2018-05-04 12:09:42.273|
2B0CADB010000163000002313F57FEB2|4|2018-05-04 12:09:42.921|
2B0CB53C10000163000002473F57FEB2|1|2018-05-04 12:09:43.581|
2B0CC09A10000163000002683F57FEB2|4|2018-05-04 12:09:44.254|
2B0CB92D10000163000002523F57FEB2|1|2018-05-04 12:09:44.894|
2B0CBCD1100001630000025D3F57FEB2|2|2018-05-04 12:09:45.536|
2B0CD3DE100001630000029F3F57FEB2|3|2018-05-04 12:09:46.409|
2B0CC48710000163000002733F57FEB2|4|2018-05-04 12:09:47.030|
2B0CC82B100001630000027E3F57FEB2|2|2018-05-04 12:09:47.698|
2B0CCC1610000163000002893F57FEB2|3|2018-05-04 12:09:48.374|
2B0CCFED10000163000002943F57FEB2|5|2018-05-04 12:09:49.078|
2B0CD77810000163000002AA3F57FEB2|3|2018-05-04 12:09:50.935|
2B0CDB1310000163000002B53F57FEB2|3|2018-05-04 12:09:51.879|
2B0CDEAC10000163000002C03F57FEB2|5|2018-05-04 12:09:52.807|
2B0CE32510000163000002CB3F57FEB2|5|2018-05-04 12:09:53.953|
2B0CE6B010000163000002D63F57FEB2|4|2018-05-04 12:09:55.146|
2B0CEA6710000163000002E13F57FEB2|3|2018-05-04 12:09:55.796|
2B0CEE3910000163000002EC3F57FEB2|4|2018-05-04 12:09:56.842|
2B0CF59610000163000003023F57FEB2|5|2018-05-04 12:09:57.455|
2B0CF21810000163000002F73F57FEB2|3|2018-05-04 12:09:58.127|
2B0CF98B100001630000030D3F57FEB2|2|2018-05-04 12:09:59.685|
2B0D0CC810000163000003493F57FEB2|4|2018-05-04 12:10:00.427|
2B0CFD3110000163000003183F57FEB2|5|2018-05-04 12:10:01.080|
2B0D023510000163000003233F57FEB2|4|2018-05-04 12:10:01.999|
2B0D05A9100001630000032E3F57FEB2|5|2018-05-04 12:10:02.773|
